city,hotel_name,hotel_url,latitude,longitude,rating,description,price
St Malo,Hôtel Cartier,https://www.booking.com/hotel/fr/cartier.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKom7u-BsACAdICJGM2ZjkzOWZlLTE2MjMtNDQ3Yy1iMTQxLWRjYmExYTA1YzZiMtgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=f8b05114ccfc01f0&srepoch=1741606313&from=searchresults,48.65001325,N/A,8.4,"Nestled within the fortified walls of Saint-Malo, Hotel Cartier Intra-muros resides at the very heart of the city, offering easy access to its vibrant surroundings. Just 280 metres from Saint-Malo Marina and a mere 500 metres from the beach and the English Channel, our hotel boasts a modern décor and air-conditioned guest rooms equipped with complimentary internet access.
Each room features flat-screen TVs for your entertainment. With en suite bathrooms and plush carpet flooring, our guest rooms offer the ultimate in comfort and relaxation, fully renovated to meet your needs.
Indulge in a buffet-style breakfast each morning, served in our inviting breakfast area or the privacy of your own room.
Conveniently located, Saint-Malo Cathedral is a mere 120 metres away, while the Saint-Malo Train Station is just a 5-minute drive from our doorstep.
While our central location ensures easy exploration of the city, we understand that it also means exposure to its lively activities. Rest assured, all windows at Hotel Cartier Intramuros are equipped with double glazing to minimise any potential disturbances. While we cannot guarantee complete silence, we strive to provide a peaceful retreat for our guests.",N/A
St Malo,ibis Styles Saint Malo Port,https://www.booking.com/hotel/fr/ibis-styles-saint-malo-port.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKom7u-BsACAdICJGM2ZjkzOWZlLTE2MjMtNDQ3Yy1iMTQxLWRjYmExYTA1YzZiMtgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=f8b05114ccfc01f0&srepoch=1741606313&from_sustainable_property_sr=1&from=searchresults,48.63962614,N/A,8.3,"Offering a snack bar and free WiFi, ibis Styles Saint Malo Port is located in Saint Malo, less than a 10-minute walk from the sandy beaches and 1 km from Saint-Malo Train Station. Emerald Coast is located 2 km from the property.

Each of the contemporary rooms features a flat-screen TV with satellite channels and a wardrobe. They all have a private bathroom complete with a hairdryer.

At ibis Styles Saint Malo Port you will find a 24-hour front desk and a bar. Other facilities offered at the property include luggage storage and a private parking with a supplement.

The hotel is only 1 km from the Ferry Terminal du Naye and close to the pier, providing access to the Channel Islands. It is also a 5-minute walk from the Olympic swimming pool of Saint Malo. Rennes Airport is 67 km away and the famous Mont Saint-Michel is less than an hour away by car. Dinard is 10 km away.",N/A
St Malo,Studio Les Armateurs 3 by Interhome,https://www.booking.com/hotel/fr/studio-les-armateurs-3-by-interhome.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKom7u-BsACAdICJGM2ZjkzOWZlLTE2MjMtNDQ3Yy1iMTQxLWRjYmExYTA1YzZiMtgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=f8b05114ccfc01f0&srepoch=1741606313&from=searchresults,48.65220600,N/A,7.7,"Studio Les Armateurs 3 by Interhome is a beachfront property located in Saint Malo, a few steps from Sillon Beach and 500 metres from Eventail Beach. The property features sea views and is 1.1 km from Bon Secours Beach and 300 metres from Palais du Grand Large. The property is non-smoking and is situated 400 metres from Casino Barrière Saint-Malo.

The apartment has a TV. The kitchenette comes with a microwave, a fridge and a stovetop, as well as coffee machine.

National Fort is less than 1 km from the apartment, while Grand Bé is a 14-minute walk away.",N/A
St Malo,ville Pépin,https://www.booking.com/hotel/fr/ville-pepin.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKom7u-BsACAdICJGM2ZjkzOWZlLTE2MjMtNDQ3Yy1iMTQxLWRjYmExYTA1YzZiMtgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=f8b05114ccfc01f0&srepoch=1741606313&from=searchresults,48.63703200,N/A,9.4,"Offering city views, ville Pépin is an accommodation located in Saint Malo, 1.2 km from Plage des Fours à Chaux and 1.4 km from Plage du Rosais. The property is around 2.4 km from Sillon Beach, 2.4 km from Grand Bé and 3.1 km from Palais du Grand Large. The property is non-smoking and is set 400 metres from Bas-Sablons Beach.

The 1-bedroom apartment is fitted with a living room with a flat-screen TV, a fully equipped kitchen with a dishwasher and an oven, and 1 bathroom with a hair dryer.

Popular points of interest near the apartment include Mole Beach, Bon Secours Beach and Solidor Tower.",N/A
St Malo,Bel Appartement St Malo avec jardin à 2 pas de la plage Sillon,https://www.booking.com/hotel/fr/bel-appartement-st-malo-avec-jardin-a-2-pas-de-la-plage-sillon.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKom7u-BsACAdICJGM2ZjkzOWZlLTE2MjMtNDQ3Yy1iMTQxLWRjYmExYTA1YzZiMtgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=f8b05114ccfc01f0&srepoch=1741606313&from=searchresults,48.65603530,N/A,8.9,"Bel Appartement St Malo avec jardin à 2 pas de la plage Sillon, a property with a garden and barbecue facilities, is situated in Saint Malo, 1.2 km from Rochebonne Beach, 1.7 km from Eventail Beach, as well as 1.5 km from Palais du Grand Large. The property is around 1.5 km from Casino Barrière Saint-Malo, 1.7 km from National Fort and 2.6 km from Grand Bé. The property is non-smoking and is located 200 metres from Sillon Beach.

This apartment includes 1 bedroom, a living room and a flat-screen TV, an equipped kitchen with a dining area, and 1 bathroom with a shower and a washing machine. This apartment also provides guests with a terrace that doubles up as an outdoor dining area. For added privacy, the accommodation features a private entrance.

Solidor Tower is 3.8 km from the apartment, while Port-Breton Park is 10 km away.",N/A
St Malo,APPARTEMENT NEUF ET BIEN SITUE AVEC UN CLASSEMENT,https://www.booking.com/hotel/fr/appartement-neuf-et-bien-situe-avec-un-classement-saint-malo.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKom7u-BsACAdICJGM2ZjkzOWZlLTE2MjMtNDQ3Yy1iMTQxLWRjYmExYTA1YzZiMtgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=f8b05114ccfc01f0&srepoch=1741606313&from=searchresults,48.64591000,N/A,9.6,"Located in Saint Malo, near Sillon Beach, Eventail Beach and Bas-Sablons Beach, APPARTEMENT NEUF ET BIEN SITUE AVEC UN CLASSEMENT has a terrace. This property offers access to a balcony and free private parking. The apartment features facilities for disabled guests.

The 1-bedroom apartment is equipped with a living room with a flat-screen TV, a fully equipped kitchen with a dishwasher and an oven, and 1 bathroom with a hair dryer. Towels and bed linen are provided in the apartment.

Popular points of interest near the apartment include Palais du Grand Large, Casino Barrière Saint-Malo and National Fort.",N/A
St Malo,Hôtel France et Chateaubriand,https://www.booking.com/hotel/fr/de-france-et-chateaubriand.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKom7u-BsACAdICJGM2ZjkzOWZlLTE2MjMtNDQ3Yy1iMTQxLWRjYmExYTA1YzZiMtgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=f8b05114ccfc01f0&srepoch=1741606313&from=searchresults,48.65119340,N/A,8.0,"The Hotel de France and Chateaubriand is located in the heart of the historic city of Saint Malo, 210 metres from Saint-Malo Marina. It offers breathtaking views over the sea and le sillon.

The Hotel de France and Chateaubriand offer comfortable rooms with a refined decoration.

The restaurant serves many traditional seafood and regional specialties.

Its unique façade to Saint Malo, and the presence of the birthplace of Chateaubriand make the building to be classified a historical monument.",N/A
St Malo,Hôtel Anne de Bretagne,https://www.booking.com/hotel/fr/anne-de-bretagne.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKom7u-BsACAdICJGM2ZjkzOWZlLTE2MjMtNDQ3Yy1iMTQxLWRjYmExYTA1YzZiMtgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=f8b05114ccfc01f0&srepoch=1741606313&from=searchresults,48.65064054,N/A,8.9,"Hôtel Anne de Bretagne is located in the old walled city of Saint Malo, 270 metres from Saint-Malo Marina, close to the ferry terminal and the exhibition centre. It offers 24-hour reception and bar service.

Hôtel Anne de Bretagne has simple, comfortable guestrooms with a TV. Wi-Fi internet access is available throughout the hotel free of charge.

The hotel Hôtel Anne de Bretagne also has computers for guests at reception and serves a buffet breakfast every morning.",N/A
St Malo,Le Loft du Homard Bleu à Saint-Malo Intra-Muros,https://www.booking.com/hotel/fr/le-loft-du-homard-bleu-a-saint-malo-intra-muros.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKom7u-BsACAdICJGM2ZjkzOWZlLTE2MjMtNDQ3Yy1iMTQxLWRjYmExYTA1YzZiMtgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=f8b05114ccfc01f0&srepoch=1741606313&from=searchresults,48.64715530,N/A,9.8,"Le Loft du Homard Bleu à Saint-Malo Intra-Muros is a beachfront property located in Saint Malo, 400 metres from Bon Secours Beach and 800 metres from Eventail Beach. Among the facilities at this property are a 24-hour front desk and a concierge service, along with free WiFi throughout the property. The property is 400 metres from Mole Beach, and within 400 metres of the city centre.

The spacious apartment features 1 bedroom, a flat-screen TV, a fully equipped kitchen with a dishwasher and an oven, a washing machine, and 1 bathroom with a shower. Towels and bed linen are provided in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Grand Bé, Palais du Grand Large and Casino Barrière Saint-Malo.",N/A
St Malo,Charmant Appartement Saint Malo Saint Servan,https://www.booking.com/hotel/fr/charmant-appartement-saint-malo-saint-servan.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKom7u-BsACAdICJGM2ZjkzOWZlLTE2MjMtNDQ3Yy1iMTQxLWRjYmExYTA1YzZiMtgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=f8b05114ccfc01f0&srepoch=1741606313&from=searchresults,48.63729800,N/A,9.2,"Offering city views, Charmant Appartement Saint Malo Saint Servan is an accommodation situated in Saint Malo, 1.5 km from Plage du Rosais and 1.4 km from Solidor Tower. It is located 1.3 km from Plage des Fours à Chaux and provides a lift. Free WiFi is available throughout the property and Bas-Sablons Beach is less than 1 km away.

The 1-bedroom apartment is equipped with a living room with a flat-screen TV, a fully equipped kitchen with a dishwasher and an oven, and 1 bathroom with a hair dryer. This apartment also offers a balcony that doubles up as an outdoor dining area. The accommodation is non-smoking.

Palais du Grand Large is 2.7 km from the apartment, while Casino Barrière Saint-Malo is 2.7 km away.",N/A
St Malo,Calm and Cosy,https://www.booking.com/hotel/fr/calm-and-cosy-saint-malo.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKom7u-BsACAdICJGM2ZjkzOWZlLTE2MjMtNDQ3Yy1iMTQxLWRjYmExYTA1YzZiMtgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=2&sr_order=popularity&srpvid=f8b05114ccfc01f0&srepoch=1741606313&from=searchresults,48.64522150,N/A,9.0,"Calm and Cosy is situated in Saint Malo, 2.6 km from Rochebonne Beach, 3.3 km from Palais du Grand Large, and 3.3 km from Casino Barrière Saint-Malo. The property has garden and quiet street views, and is 2.3 km from Sillon Beach. The accommodation features a 24-hour front desk and free WiFi is available throughout the property.

The 1-bedroom apartment has a living room with a flat-screen TV with satellite channels, a fully equipped kitchen with an oven and a microwave, and 1 bathroom with a hair dryer. Towels and bed linen are offered in the apartment. For added privacy, the accommodation features a private entrance.

Guests at the apartment will be able to enjoy activities in and around Saint Malo, like hiking, walking tours and bike tours.

National Fort is 3.5 km from Calm and Cosy, while Solidor Tower is 3.9 km from the property.",N/A
St Malo,Solidor - Vue mer à 1 minute de la plage !,https://www.booking.com/hotel/fr/solidor-vue-mer-a-1-minute-de-la-plage.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCDnNlYXJjaF9zdCBtYWxvSDNYBGgViAEBmAEJuAEXyAEM2AEB6AEB-AEDiAIBqAIDuAKom7u-BsACAdICJGM2ZjkzOWZlLTE2MjMtNDQ3Yy1iMTQxLWRjYmExYTA1YzZiMtgCBeACAQ&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=f8b05114ccfc01f0&srepoch=1741606313&from=searchresults,48.63576884,N/A,8.8,"Solidor - Vue mer à 1 minute de la plage! is a beachfront property set in Saint Malo, 1.3 km from Plage des Fours à Chaux and 2 km from Mole Beach. The property is situated 400 metres from Solidor Tower, 2.5 km from Grand Bé and 3 km from Palais du Grand Large. The property is 200 metres from Bas-Sablons Beach, and within 200 metres of the city centre.

With free WiFi, this 1-bedroom apartment offers a flat-screen TV, a washing machine and a fully equipped kitchen with an oven and microwave. Towels and bed linen are offered in the apartment. The accommodation is non-smoking.

Casino Barrière Saint-Malo is 3.1 km from the apartment, while National Fort is 3.2 km from the property.",N/A
Mont Saint Michel,Auberge de la Baie,https://www.booking.com/hotel/fr/auberge-de-la-baie.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgzWARoFYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCo5u7vgbAAgHSAiQ3NjBiNTlkOS1kNGRiLTQzNjAtYjE0Ni0wN2IwYTY5NWUwNzfYAgXgAgE&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=b705511110e30002&srepoch=1741606309&from=searchresults,48.61599318,N/A,8.2,"This hotel is situated in the countryside of Normandy and offers free Wi-Fi

Flat-screen TVs with satellite channels are provided in all of the modern guest rooms at Auberge de la Baie. They are all equipped with en suite bathrooms and hairdryers.

A buffet-style breakfast is served every morning.

Free parking is available on site and the city of Avranches is 23 km away. The hotel is a 45-minute drive from the beaches of Saint-Malo and Rennes is reached by car in 1 hour.",N/A
Mont Saint Michel,L'Hirondelle,https://www.booking.com/hotel/fr/l-39-hirondelle-pontorson.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgzWARoFYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCo5u7vgbAAgHSAiQ3NjBiNTlkOS1kNGRiLTQzNjAtYjE0Ni0wN2IwYTY5NWUwNzfYAgXgAgE&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=b705511110e30002&srepoch=1741606309&from=searchresults,48.61579500,N/A,8.8,"L'Hirondelle, a property with a garden, is located in Pontorson, 8.3 km from Mont Saint Michel Abbey, 8.3 km from Mont Saint-Michel, as well as 21 km from Scriptorial d'Avranches, musee des manuscrits du Mont Saint-Michel. The property is around 45 km from Granville Train Station, 47 km from Champrepus Zoo and 47 km from Granville's Marina. The holiday home provides a terrace, a 24-hour front desk, and free WiFi is available throughout the property.

The 3-bedroom holiday home is equipped with a living room with a flat-screen TV with satellite channels, a fully equipped kitchen with an oven and a microwave, and 1 bathroom with a hair dryer. The unit at the property features a shower and a dressing room. There is also a seating area and a fireplace.

As an added convenience, the holiday home offers packed lunches for guests to bring on excursions and other trips off-property.

Port of Houle is 47 km from L'Hirondelle, while Museum of Modern Art Richard Anacreon is 47 km away. Rennes–Saint-Jacques Airport is 93 km from the property.",N/A
Mont Saint Michel,Vent des Grèves,https://www.booking.com/hotel/fr/vent-des-greves-pontorson.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgzWARoFYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCo5u7vgbAAgHSAiQ3NjBiNTlkOS1kNGRiLTQzNjAtYjE0Ni0wN2IwYTY5NWUwNzfYAgXgAgE&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=b705511110e30002&srepoch=1741606309&from=searchresults,48.61540300,N/A,9.2,"Featuring a garden and views of garden, Vent des Grèves is a recently renovated bed and breakfast set in Pontorson, 8.1 km from Mont Saint Michel Abbey. This property offers access to a terrace, free private parking and free WiFi. The bed and breakfast features family rooms.

At the bed and breakfast each unit comes with private entrance, wardrobe, soundproofing, a TV and a private bathroom. The units have a dressing room. The units feature bed linen.

Guests at the bed and breakfast will be able to enjoy activities in and around Pontorson, like cycling, hiking and walking tours. Guests can also relax in the shared lounge area.

Mont Saint-Michel is 8.1 km from Vent des Grèves, while Scriptorial d'Avranches, musee des manuscrits du Mont Saint-Michel is 21 km away. Rennes–Saint-Jacques Airport is 93 km from the property.",N/A
Mont Saint Michel,Maison au pied du Mont Saint Michel,https://www.booking.com/hotel/fr/maison-au-pied-du-mont-saint-michel.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgzWARoFYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCo5u7vgbAAgHSAiQ3NjBiNTlkOS1kNGRiLTQzNjAtYjE0Ni0wN2IwYTY5NWUwNzfYAgXgAgE&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=b705511110e30002&srepoch=1741606309&from=searchresults,48.61267358,N/A,9.3,"Maison au pied du Mont Saint Michel, a property with barbecue facilities, is located in Pontorson, 21 km from Scriptorial d'Avranches, musee des manuscrits du Mont Saint-Michel, 46 km from Granville Train Station, as well as 47 km from Champrepus Zoo. Situated 8.7 km from Mont Saint Michel Abbey, the property features a garden and free private parking. The property is non-smoking and is set 8.7 km from Mont Saint-Michel.

The holiday home with a terrace and garden views has 1 bedroom, a living room, a flat-screen TV, an equipped kitchen with an oven and a microwave, and 1 bathroom with a shower. Guests can take in the ambience of the surroundings from an outdoor dining area. For added privacy, the accommodation has a private entrance and soundproofing.

Guests at the holiday home will be able to enjoy activities in and around Pontorson, like hiking.

Granville's Marina is 47 km from Maison au pied du Mont Saint Michel, while Port of Houle is 48 km from the property. Rennes–Saint-Jacques Airport is 85 km away.",N/A
Mont Saint Michel,Les Vieilles Digues,https://www.booking.com/hotel/fr/chambres-d-ha-tes-les-vieilles-digues.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgzWARoFYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCo5u7vgbAAgHSAiQ3NjBiNTlkOS1kNGRiLTQzNjAtYjE0Ni0wN2IwYTY5NWUwNzfYAgXgAgE&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=b705511110e30002&srepoch=1741606309&from=searchresults,48.60418750,N/A,9.3,"Set in a renovated Breton-style house, this family-run B&B is located in Beauvoir, 3 km from Mont-Saint-Michel. With a 3000-m2 flowered park, it features en suite rooms with antique furniture and free Wi-Fi.

All with a private entrance, the elegant rooms at Les Vieilles Digues have free toiletries. Those on the ground floor include French doors with direct access to the patio, which has deck chairs.

The breakfast includes hot drinks, orange juice, yogurt, cheese and cereals and fresh baguettes are delivered daily by the local baker. The owners are at guests’ disposal for advising good restaurants nearby.

Guests are invited to have a walk or a ride along Le Couesnon River, which is 200 metres from Les Vieilles Digues. Saint-Malo and Cancale are a 45-minute drive and Pontorson Train Station is 5 km away. Free private parking is possible on site.",N/A
Mont Saint Michel,Etoile des Grèves,https://www.booking.com/hotel/fr/etoile-des-greves.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgzWARoFYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCo5u7vgbAAgHSAiQ3NjBiNTlkOS1kNGRiLTQzNjAtYjE0Ni0wN2IwYTY5NWUwNzfYAgXgAgE&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=b705511110e30002&srepoch=1741606309&from=searchresults,48.61550900,N/A,9.4,"Etoile des Grèves is situated in Ardevon, 8.1 km from Mont Saint-Michel, 21 km from Scriptorial d'Avranches, musee des manuscrits du Mont Saint-Michel, as well as 45 km from Granville Train Station. The property has garden and quiet street views, and is 8.1 km from Mont Saint Michel Abbey. There is a sun terrace and guests can make use of free WiFi and free private parking.

At the bed and breakfast, units include a wardrobe, a flat-screen TV, a private bathroom, bed linen and towels. At the bed and breakfast, all units are soundproof. All units will provide guests with a outdoor furniture and a kettle.

After a day of cycling, hiking or walking tours, guests can relax in the garden or in the shared lounge area.

Champrepus Zoo is 47 km from the bed and breakfast, while Port of Houle is 47 km from the property. Rennes–Saint-Jacques Airport is 93 km away.",N/A
Mont Saint Michel,Apparthôtel Mont Saint Michel - Résidence Fleurdumont,https://www.booking.com/hotel/fr/residence-fleurdumont.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgzWARoFYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCo5u7vgbAAgHSAiQ3NjBiNTlkOS1kNGRiLTQzNjAtYjE0Ni0wN2IwYTY5NWUwNzfYAgXgAgE&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=b705511110e30002&srepoch=1741606309&from=searchresults,48.59648217,N/A,8.3,"Résidence Fleurdumont offers pet-friendly accommodation in Beauvoir. Mont Saint Michel Abbey is 4.4 km away. Résidence Fleurdumont also includes a seasonal outdoor pool, a tennis court and a pétanque playground. Free private parking is available on site.

Most units include a terrace or balcony. Résidence Fleurdumont features free WiFi and TV. Towels and bed linen are provided.

There is also a kitchenette, equipped with a microwave, a refrigerator and stovetop, as well as a coffee machine. A breakfast kit is provided every morning.

The nearest airport is Pleurtuit Airport, 42 km from Résidence Fleurdumont.",N/A
Mont Saint Michel,Le Marquis De La Guintre,https://www.booking.com/hotel/fr/le-marquis-de-la-guintre.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgzWARoFYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCo5u7vgbAAgHSAiQ3NjBiNTlkOS1kNGRiLTQzNjAtYjE0Ni0wN2IwYTY5NWUwNzfYAgXgAgE&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=b705511110e30002&srepoch=1741606309&from=searchresults,48.62486471,N/A,8.8,"Featuring a bar and views of inner courtyard, Le Marquis De La Guintre is a bed and breakfast situated in a historic building in Courtils, 12 km from Mont Saint Michel Abbey. Housed in a building dating from 18th century, this bed and breakfast is 12 km from Mont Saint-Michel and 17 km from Scriptorial d'Avranches, musee des manuscrits du Mont Saint-Michel. There is a sun terrace and guests can make use of free WiFi and free private parking.

At the bed and breakfast, each unit is equipped with a private bathroom.

A continental breakfast is available at the bed and breakfast. At Le Marquis De La Guintre, the family-friendly restaurant is open for dinner, lunch and high tea and serves Grill BBQ cuisine.

Granville Train Station is 42 km from the accommodation, while Champrepus Zoo is 43 km away. Rennes–Saint-Jacques Airport is 90 km from the property.",N/A
Mont Saint Michel,La Jacotière,https://www.booking.com/hotel/fr/la-jacotia-re.en-gb.html?aid=304142&label=gen173nr-1FCAQoggJCGHNlYXJjaF9tb250IHNhaW50IG1pY2hlbEgzWARoFYgBAZgBCbgBF8gBDNgBAegBAfgBA4gCAagCA7gCo5u7vgbAAgHSAiQ3NjBiNTlkOS1kNGRiLTQzNjAtYjE0Ni0wN2IwYTY5NWUwNzfYAgXgAgE&ucfs=1&arphpl=1&checkin=2025-03-05&checkout=2025-03-09&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=b705511110e30002&srepoch=1741606309&from=searchresults,48.61411436,N/A,9.2,"Situated in Ardevon, La Jacotière is a B&B set in a renovated farm with a garden and a furnished terrace offering views of the Mont Saint-Michel, just 3 km away. Free Wi-Fi is provided.

The rooms offer a TV, a desk and wardrobe and a private bathroom with shower. The studio also has a kitchen equipped with microwave and stove.

Breakfast is served in the large dining room. Supermarkets, bars and restaurants serving traditional and international cuisine can be found a 5-minute walk away.

At the B&B, guests have access to guides on excursions to do in the area. There are shuttle services nearby to discover the Mont Saint-Michel. Pontorson Train Station is 8.5 km away, while Saint-Malo and Granville are 46 km away.",N/A
